idx,true,length,bow,llm_only,singh,webrag
60,Normal,Normal,Normal,Fraud,Normal,Normal
61,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
62,Normal,Normal,Normal,Normal,Normal,Normal
63,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
64,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
65,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
66,Normal,Normal,Normal,Normal,Normal,Normal
67,Normal,Normal,Normal,Normal,Fraud,Normal
68,Normal,Normal,Normal,Normal,Normal,Normal
69,Normal,Normal,Normal,Fraud,Normal,Normal
70,Normal,Normal,Normal,Fraud,Normal,Normal
71,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
72,Normal,Normal,Normal,Normal,Normal,Normal
73,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
74,Normal,Normal,Normal,Fraud,Fraud,Normal
75,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
76,Normal,Normal,Normal,Normal,Normal,Normal
77,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
78,Fraud,Normal,Fraud,Fraud,Fraud,Fraud
79,Normal,Normal,Normal,Normal,Normal,Normal
80,Normal,Normal,Normal,Fraud,Normal,Normal
81,Normal,Normal,Normal,Fraud,Normal,Normal
82,Normal,Normal,Normal,Normal,Normal,Normal
83,Normal,Normal,Normal,Normal,Normal,Normal
84,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
85,Normal,Normal,Normal,Normal,Normal,Normal
86,Fraud,Fraud,Fraud,Normal,Fraud,Normal
87,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
88,Normal,Normal,Normal,Normal,Normal,Normal
89,Fraud,Fraud,Fraud,Normal,Normal,Normal
90,Normal,Normal,Normal,Fraud,Normal,Normal
91,Normal,Normal,Normal,Normal,Normal,Normal
92,Normal,Normal,Normal,Normal,Normal,Normal
93,Normal,Normal,Normal,Fraud,Normal,Normal
94,Normal,Normal,Normal,Normal,Normal,Normal
95,Normal,Normal,Normal,Normal,Normal,Fraud
96,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
97,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
98,Normal,Normal,Normal,Normal,Fraud,Normal
99,Normal,Normal,Normal,Normal,Normal,Normal
100,Normal,Normal,Normal,Normal,Normal,Normal
101,Normal,Normal,Normal,Normal,Normal,Normal
102,Normal,Normal,Normal,Fraud,Normal,Normal
103,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
104,Fraud,Fraud,Fraud,Fraud,Normal,Normal
105,Normal,Normal,Normal,Normal,Normal,Normal
106,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
107,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
108,Normal,Normal,Normal,Normal,Normal,Normal
109,Normal,Normal,Normal,Normal,Normal,Normal
110,Normal,Normal,Normal,Normal,Normal,Normal
111,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
112,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
113,Normal,Normal,Normal,Normal,Normal,Normal
114,Normal,Normal,Normal,Normal,Normal,Normal
115,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
116,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
117,Normal,Normal,Normal,Normal,Normal,Normal
118,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
119,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
120,Normal,Normal,Normal,Normal,Normal,Normal
121,Normal,Normal,Normal,Normal,Normal,Normal
122,Normal,Normal,Normal,Normal,Fraud,Normal
123,Normal,Normal,Normal,Normal,Normal,Normal
124,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
125,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
126,Fraud,Fraud,Fraud,Fraud,Normal,Normal
127,Normal,Normal,Normal,Normal,Normal,Normal
128,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
129,Normal,Normal,Normal,Fraud,Normal,Normal
130,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
131,Normal,Normal,Normal,Normal,Normal,Fraud
132,Normal,Normal,Normal,Normal,Normal,Normal
133,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
134,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
135,Normal,Normal,Normal,Normal,Normal,Normal
136,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
137,Normal,Normal,Normal,Fraud,Normal,Normal
138,Normal,Normal,Normal,Normal,Normal,Normal
139,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
140,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
141,Normal,Normal,Normal,Fraud,Normal,Fraud
142,Normal,Normal,Normal,Normal,Normal,Normal
143,Normal,Normal,Normal,Normal,Normal,Normal
144,Normal,Normal,Normal,Normal,Fraud,Normal
145,Normal,Normal,Normal,Normal,Normal,Normal
146,Normal,Normal,Normal,Normal,Normal,Normal
147,Normal,Normal,Normal,Normal,Normal,Normal
148,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
149,Normal,Normal,Normal,Normal,Normal,Normal
150,Normal,Normal,Normal,Normal,Normal,Normal
151,Normal,Normal,Normal,Normal,Normal,Normal
152,Normal,Normal,Normal,Fraud,Normal,Normal
153,Normal,Normal,Normal,Normal,Normal,Normal
154,Normal,Normal,Normal,Normal,Normal,Normal
155,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
156,Normal,Normal,Normal,Normal,Normal,Normal
157,Normal,Normal,Normal,Normal,Fraud,Normal
158,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
159,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
160,Normal,Normal,Normal,Normal,Normal,Normal
161,Normal,Normal,Normal,Normal,Normal,Normal
162,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
163,Normal,Normal,Normal,Fraud,Fraud,Fraud
164,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
165,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
166,Normal,Normal,Normal,Normal,Fraud,Normal
167,Normal,Normal,Normal,Normal,Normal,Normal
168,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
169,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
170,Normal,Normal,Normal,Fraud,Fraud,Normal
171,Normal,Normal,Normal,Normal,Normal,Normal
172,Normal,Normal,Normal,Normal,Fraud,Normal
173,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
174,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
175,Normal,Normal,Normal,Normal,Normal,Normal
176,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
177,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
178,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
179,Normal,Normal,Normal,Normal,Normal,Normal
180,Normal,Normal,Normal,Normal,Normal,Fraud
181,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
182,Normal,Normal,Normal,Fraud,Normal,Fraud
183,Normal,Normal,Normal,Fraud,Normal,Normal
184,Normal,Normal,Normal,Normal,Normal,Normal
185,Normal,Normal,Normal,Normal,Normal,Normal
186,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
187,Normal,Normal,Normal,Normal,Normal,Normal
188,Normal,Normal,Normal,Normal,Normal,Normal
189,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
190,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
191,Normal,Normal,Normal,Fraud,Normal,Normal
192,Normal,Normal,Normal,Normal,Normal,Normal
193,Normal,Normal,Normal,Normal,Normal,Normal
194,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
195,Normal,Normal,Normal,Fraud,Normal,Normal
196,Normal,Normal,Normal,Normal,Normal,Normal
197,Normal,Normal,Normal,Fraud,Normal,Normal
198,Normal,Normal,Normal,Normal,Normal,Normal
199,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
200,Normal,Normal,Normal,Fraud,Fraud,Normal
201,Normal,Normal,Normal,Normal,Normal,Normal
202,Normal,Normal,Normal,Fraud,Normal,Normal
203,Normal,Normal,Normal,Fraud,Normal,Normal
204,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
205,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
206,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
207,Normal,Normal,Normal,Normal,Normal,Normal
208,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
209,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
210,Normal,Normal,Normal,Fraud,Normal,Fraud
211,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
212,Fraud,Normal,Normal,Fraud,Normal,Fraud
213,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
214,Normal,Normal,Normal,Normal,Normal,Normal
215,Normal,Normal,Normal,Fraud,Normal,Normal
216,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
217,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
218,Normal,Normal,Normal,Normal,Normal,Normal
219,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
220,Normal,Normal,Normal,Normal,Normal,Normal
221,Normal,Normal,Normal,Fraud,Normal,Normal
222,Normal,Normal,Normal,Fraud,Normal,Normal
223,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
224,Normal,Normal,Normal,Fraud,Normal,Normal
225,Normal,Normal,Normal,Normal,Fraud,Normal
226,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
227,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
228,Normal,Normal,Normal,Fraud,Normal,Normal
229,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
230,Normal,Normal,Normal,Normal,Normal,Normal
231,Normal,Normal,Normal,Normal,Normal,Normal
232,Normal,Normal,Normal,Normal,Normal,Normal
233,Fraud,Fraud,Fraud,Fraud,Normal,Normal
234,Normal,Normal,Normal,Normal,Normal,Normal
235,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
236,Normal,Normal,Normal,Normal,Normal,Normal
237,Normal,Normal,Normal,Normal,Normal,Normal
238,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
239,Normal,Normal,Normal,Fraud,Normal,Normal
240,Normal,Normal,Normal,Normal,Fraud,Normal
241,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
242,Normal,Normal,Normal,Normal,Fraud,Normal
243,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
244,Normal,Normal,Normal,Normal,Normal,Normal
245,Normal,Normal,Normal,Normal,Normal,Normal
246,Normal,Normal,Normal,Normal,Normal,Fraud
247,Normal,Normal,Normal,Normal,Normal,Normal
248,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
249,Normal,Normal,Normal,Normal,Fraud,Normal
250,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
251,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
252,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
253,Fraud,Normal,Normal,Fraud,Fraud,Fraud
254,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
255,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
256,Normal,Normal,Normal,Normal,Normal,Normal
257,Normal,Normal,Normal,Normal,Normal,Normal
258,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
259,Fraud,Normal,Normal,Fraud,Fraud,Fraud
260,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
261,Normal,Normal,Normal,Normal,Fraud,Fraud
262,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
263,Normal,Normal,Normal,Normal,Fraud,Normal
264,Normal,Normal,Normal,Normal,Normal,Fraud
265,Normal,Normal,Normal,Normal,Normal,Normal
266,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
267,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
268,Normal,Normal,Normal,Normal,Fraud,Normal
269,Normal,Normal,Normal,Normal,Normal,Normal
270,Normal,Normal,Normal,Normal,Normal,Fraud
271,Normal,Normal,Normal,Fraud,Fraud,Normal
272,Normal,Normal,Normal,Normal,Normal,Normal
273,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
274,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
275,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
276,Normal,Normal,Normal,Normal,Normal,Normal
277,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
278,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
279,Normal,Normal,Normal,Normal,Normal,Normal
280,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
281,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
282,Normal,Normal,Normal,Normal,Normal,Normal
283,Normal,Normal,Normal,Normal,Normal,Normal
284,Normal,Normal,Normal,Normal,Normal,Normal
285,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
286,Normal,Normal,Normal,Normal,Normal,Normal
287,Normal,Normal,Normal,Normal,Normal,Normal
288,Normal,Normal,Normal,Normal,Normal,Normal
289,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
290,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
291,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
292,Normal,Normal,Normal,Normal,Fraud,Normal
293,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
294,Normal,Normal,Normal,Normal,Normal,Normal
295,Normal,Normal,Normal,Normal,Normal,Normal
296,Normal,Normal,Normal,Normal,Normal,Normal
297,Normal,Normal,Normal,Normal,Normal,Fraud
298,Normal,Normal,Normal,Normal,Normal,Normal
299,Normal,Normal,Normal,Normal,Normal,Normal
300,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
301,Normal,Normal,Normal,Normal,Normal,Normal
302,Normal,Normal,Normal,Normal,Normal,Normal
303,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
304,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
305,Normal,Normal,Normal,Normal,Normal,Normal
306,Normal,Normal,Normal,Normal,Normal,Normal
307,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
308,Normal,Normal,Normal,Normal,Normal,Normal
309,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
310,Normal,Normal,Normal,Normal,Normal,Fraud
311,Normal,Normal,Normal,Normal,Normal,Normal
312,Normal,Normal,Normal,Normal,Normal,Normal
313,Normal,Normal,Normal,Normal,Normal,Normal
314,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
315,Normal,Normal,Normal,Fraud,Normal,Normal
316,Normal,Normal,Normal,Normal,Normal,Normal
317,Normal,Normal,Normal,Normal,Normal,Normal
318,Normal,Normal,Normal,Normal,Normal,Normal
319,Normal,Normal,Normal,Normal,Normal,Normal
320,Normal,Normal,Normal,Normal,Normal,Normal
321,Normal,Normal,Normal,Normal,Normal,Normal
322,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
323,Normal,Normal,Normal,Fraud,Fraud,Fraud
324,Normal,Normal,Normal,Normal,Normal,Normal
325,Normal,Normal,Normal,Normal,Normal,Normal
326,Normal,Normal,Normal,Normal,Normal,Normal
327,Normal,Normal,Normal,Normal,Normal,Normal
328,Normal,Normal,Normal,Normal,Normal,Normal
329,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
330,Normal,Normal,Normal,Normal,Normal,Normal
331,Normal,Normal,Normal,Normal,Normal,Normal
332,Normal,Normal,Normal,Normal,Normal,Normal
333,Normal,Normal,Normal,Normal,Fraud,Normal
334,Fraud,Normal,Normal,Fraud,Fraud,Fraud
335,Normal,Normal,Normal,Normal,Normal,Normal
336,Normal,Normal,Normal,Normal,Normal,Normal
337,Normal,Normal,Normal,Normal,Normal,Normal
338,Normal,Normal,Normal,Normal,Normal,Normal
339,Normal,Normal,Normal,Normal,Normal,Normal
340,Normal,Normal,Normal,Normal,Normal,Normal
341,Normal,Normal,Normal,Normal,Normal,Normal
342,Normal,Normal,Normal,Normal,Fraud,Normal
343,Normal,Normal,Normal,Normal,Normal,Normal
344,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
345,Normal,Normal,Normal,Normal,Normal,Normal
346,Normal,Normal,Normal,Fraud,Normal,Normal
347,Normal,Normal,Normal,Normal,Fraud,Normal
348,Normal,Normal,Normal,Normal,Normal,Normal
349,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
350,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
351,Normal,Normal,Normal,Normal,Normal,Normal
352,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
353,Normal,Normal,Normal,Normal,Normal,Normal
354,Normal,Normal,Normal,Fraud,Fraud,Normal
355,Normal,Normal,Normal,Normal,Normal,Normal
356,Normal,Normal,Normal,Normal,Fraud,Normal
357,Normal,Normal,Normal,Normal,Normal,Normal
358,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
359,Normal,Normal,Normal,Normal,Normal,Normal
360,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
361,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
362,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
363,Normal,Normal,Normal,Normal,Normal,Normal
364,Normal,Normal,Normal,Normal,Fraud,Normal
365,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
366,Normal,Normal,Normal,Normal,Normal,Normal
367,Normal,Normal,Normal,Normal,Normal,Normal
368,Normal,Normal,Normal,Normal,Normal,Normal
369,Normal,Normal,Normal,Normal,Normal,Normal
370,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
371,Normal,Normal,Normal,Normal,Normal,Normal
372,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
373,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
374,Normal,Normal,Normal,Normal,Normal,Normal
375,Normal,Normal,Normal,Fraud,Normal,Normal
376,Normal,Normal,Normal,Fraud,Fraud,Normal
377,Normal,Normal,Normal,Normal,Normal,Normal
378,Normal,Normal,Normal,Normal,Normal,Normal
379,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
380,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
381,Normal,Normal,Normal,Normal,Normal,Normal
382,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
383,Normal,Normal,Normal,Normal,Normal,Normal
384,Normal,Normal,Normal,Normal,Normal,Normal
385,Normal,Normal,Normal,Normal,Normal,Normal
386,Normal,Normal,Normal,Normal,Normal,Normal
387,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
388,Normal,Fraud,Normal,Normal,Normal,Normal
389,Normal,Normal,Normal,Normal,Normal,Normal
390,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
391,Normal,Normal,Normal,Normal,Normal,Normal
392,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
393,Normal,Normal,Normal,Normal,Normal,Normal
394,Normal,Normal,Normal,Normal,Normal,Normal
395,Fraud,Fraud,Fraud,Fraud,Normal,Normal
396,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
397,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
398,Normal,Normal,Normal,Fraud,Normal,Normal
399,Normal,Normal,Normal,Fraud,Normal,Normal
400,Normal,Normal,Normal,Fraud,Fraud,Normal
401,Normal,Normal,Normal,Normal,Normal,Normal
402,Normal,Normal,Normal,Normal,Normal,Normal
403,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
404,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
405,Normal,Normal,Normal,Normal,Normal,Normal
406,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
407,Normal,Normal,Normal,Normal,Normal,Normal
408,Normal,Normal,Normal,Normal,Normal,Normal
409,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
410,Normal,Normal,Normal,Normal,Fraud,Normal
411,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
412,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
413,Normal,Normal,Normal,Normal,Normal,Normal
414,Normal,Normal,Normal,Normal,Normal,Normal
415,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
416,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
417,Normal,Normal,Normal,Normal,Normal,Normal
418,Normal,Normal,Normal,Normal,Normal,Normal
419,Normal,Normal,Normal,Normal,Normal,Normal
420,Normal,Normal,Normal,Normal,Normal,Normal
421,Normal,Normal,Normal,Normal,Normal,Normal
422,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
423,Normal,Normal,Normal,Normal,Normal,Fraud
424,Normal,Normal,Normal,Normal,Normal,Normal
425,Normal,Normal,Normal,Normal,Fraud,Normal
426,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
427,Normal,Normal,Normal,Normal,Normal,Normal
428,Normal,Normal,Normal,Normal,Normal,Normal
429,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
430,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
431,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
432,Normal,Normal,Normal,Normal,Normal,Normal
433,Normal,Normal,Normal,Normal,Normal,Normal
434,Normal,Normal,Normal,Fraud,Normal,Normal
435,Normal,Normal,Normal,Normal,Fraud,Normal
436,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
437,Normal,Normal,Normal,Normal,Normal,Normal
438,Normal,Normal,Normal,Normal,Normal,Normal
439,Normal,Normal,Normal,Fraud,Normal,Fraud
440,Normal,Normal,Normal,Normal,Normal,Normal
441,Normal,Normal,Normal,Fraud,Normal,Fraud
442,Normal,Normal,Normal,Normal,Fraud,Normal
443,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
444,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
445,Normal,Normal,Normal,Normal,Normal,Normal
446,Fraud,Fraud,Fraud,Fraud,Fraud,Normal
447,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
448,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
449,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
450,Normal,Normal,Normal,Normal,Normal,Normal
451,Normal,Normal,Normal,Normal,Normal,Normal
452,Normal,Normal,Normal,Normal,Normal,Normal
453,Normal,Normal,Normal,Normal,Normal,Normal
454,Normal,Normal,Normal,Fraud,Fraud,Normal
455,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
456,Normal,Normal,Normal,Normal,Normal,Normal
457,Normal,Normal,Normal,Normal,Normal,Normal
458,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
459,Normal,Normal,Normal,Fraud,Normal,Normal
460,Normal,Normal,Normal,Normal,Normal,Normal
461,Normal,Normal,Normal,Fraud,Normal,Normal
462,Normal,Normal,Normal,Normal,Normal,Normal
463,Normal,Normal,Normal,Normal,Normal,Normal
464,Normal,Normal,Normal,Normal,Normal,Normal
465,Normal,Normal,Normal,Normal,Normal,Normal
466,Normal,Normal,Normal,Normal,Normal,Normal
467,Normal,Normal,Normal,Normal,Normal,Normal
468,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
469,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
470,Normal,Normal,Normal,Fraud,Fraud,Normal
471,Normal,Normal,Normal,Normal,Normal,Normal
472,Normal,Normal,Normal,Fraud,Normal,Fraud
473,Normal,Normal,Normal,Normal,Normal,Normal
474,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
475,Normal,Normal,Normal,Normal,Normal,Normal
476,Normal,Normal,Normal,Normal,Normal,Normal
477,Normal,Normal,Normal,Normal,Normal,Normal
478,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
479,Normal,Normal,Normal,Normal,Normal,Normal
480,Normal,Normal,Normal,Normal,Normal,Normal
481,Normal,Normal,Normal,Normal,Normal,Normal
482,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
483,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
484,Normal,Normal,Normal,Normal,Normal,Normal
485,Normal,Normal,Normal,Normal,Normal,Normal
486,Normal,Normal,Normal,Normal,Normal,Normal
487,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
488,Fraud,Normal,Normal,Fraud,Fraud,Fraud
489,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
490,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
491,Normal,Normal,Normal,Normal,Normal,Normal
